team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Aulus,Kaja,Lylia,Moskov,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.75,47.26,50.26,54.22,46.72,0.02,0.01,0.87,2.83,0.54,0.41,0.14,1.02,18.42,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.07,47.29,56.88,69.41,32.53,Dyrroth,Hylos,Chang'e,Miya,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.93,56.04,4.93,49.49,44.86,2.68,0.32,0.12,2.26,0.09,5.73,0.26,1.14,0.21,2.02,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.05,43.04,35.79,60.47,27.56,53.98112600682967,46.018873993170324,Menang
Yin,Rafaela,Lylia,Layla,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.57,51.71,50.26,49.48,45.53,1.23,0.41,0.87,2.64,0.63,53.81,0.47,1.02,4.28,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.85,42.66,56.88,64.67,36.17,Aulus,Uranus,Chang'e,Claude,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.75,51.74,4.93,48.15,46.72,0.02,0.45,0.12,1.37,0.54,0.41,0.54,1.14,1.29,1.11,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.07,43.08,35.79,41.27,32.53,61.48399826199685,38.51600173800315,Menang
Hilda,Faramis,Odette,Popol and Kupa,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,50.19,51.39,52.98,44.33,0.53,0.22,1.24,0.46,1.02,0.14,1.41,1.31,0.88,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,52.4,60.95,43.58,36.69,Phoveus,Hylos,Eudora,Brody,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,56.04,48.71,49.72,51.52,0.06,0.32,0.09,0.61,0.78,0.18,0.26,1.45,0.47,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,43.04,48.66,44.06,46.49,52.75785893978355,47.24214106021645,Menang
Hilda,Johnson,Kadita,Beatrix,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,49.98,48.71,45.54,48.15,0.53,0.1,0.35,0.04,0.82,0.14,5.11,0.32,0.15,1.01,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,49.5,51.14,27.08,45.75,Julian,Belerick,Valir,Brody,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.15,54.25,49.17,49.72,45.53,0.38,0.81,1.08,0.61,0.63,0.49,4.64,7.23,0.47,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.59,47.84,59.27,44.06,36.17,47.85343236165372,52.14656763834628,Kalah
Khaleed,Diggie,Pharsa,Bruno,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.84,5.13,48.43,48.26,47.08,0.36,0.03,0.55,0.64,0.82,0.23,38.05,0.03,0.23,2.28,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.77,28.64,53.03,43.9,45.55,Aldous,Carmilla,Esmeralda,Yi Sun-shin,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.15,54.09,49.51,51.78,51.52,0.73,0.02,1.26,0.01,0.78,1.68,0.31,3.35,0.06,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.51,49.46,60.79,38.64,46.49,43.36603697806847,56.633963021931535,Kalah
Silvanna,Tigreal,Lunox,Granger,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.01,49.45,49.63,49.22,46.72,0.69,1.85,0.31,0.67,0.54,0.37,62.63,0.38,0.04,1.11,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.54,62.6,41.03,44.47,32.53,Balmond,Carmilla,Valentina,Hanabi,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.41,54.09,43.27,49.07,47.08,0.95,0.02,0.31,0.25,0.82,0.77,0.31,0.52,4.08,2.28,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.9,49.46,49.13,40.63,45.55,51.34454866190518,48.65545133809483,Menang
Guinevere,Estes,Valir,Granger,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.71,51.01,49.17,49.22,44.83,0.53,0.77,1.08,0.67,0.62,0.88,49.76,7.23,0.04,11.53,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.8,50.98,59.27,44.47,33.8,X.Borg,Mathilda,Odette,Popol and Kupa,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,48.94,51.39,52.98,44.33,1.07,0.04,1.24,0.46,1.02,0.69,29.58,1.31,0.88,1.91,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.96,43.04,60.95,43.58,36.69,47.02594641776127,52.97405358223873,Kalah
Roger,Akai,Vexana,Claude,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.62,48.69,5.17,48.15,45.53,1.87,0.49,2.85,1.37,0.63,18.07,0.75,39.78,1.29,12.12,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,42.58,69.03,41.27,36.17,Martis,Uranus,Gord,Moskov,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.25,51.74,50.25,54.22,50.24,1.34,0.45,0.64,2.83,1.14,14.48,0.54,0.34,18.42,10.99,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32,43.08,54.51,69.41,50.57,43.02933324181441,56.97066675818557,Kalah
Lapu-Lapu,Minotaur,Chang'e,Granger,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.73,52.37,4.93,49.22,51.52,0.31,1.03,0.12,0.67,0.78,0.08,25.15,1.14,0.04,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.13,63.53,35.79,44.47,46.49,Alucard,Faramis,Odette,Brody,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.42,50.19,51.39,49.72,44.86,0.09,0.22,1.24,0.61,0.09,0.09,1.41,1.31,0.47,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.33,52.4,60.95,44.06,27.56,51.07258466572574,48.92741533427426,Menang
Lapu-Lapu,Johnson,Valir,Wanwan,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.73,49.98,49.17,42.49,45.53,0.31,0.1,1.08,0.17,0.63,0.08,5.11,7.23,0.42,12.12,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.13,49.5,59.27,27.49,36.17,Aldous,Estes,Harith,Ixia,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.15,51.01,5.55,50.68,49.97,0.73,0.77,1.02,0.56,0.24,1.68,49.76,36.94,1.32,3.49,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.51,50.98,40.56,43.94,40.74,48.31788798638168,51.68211201361833,Kalah
Hilda,Grock,Cyclops,Kimmy,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,46.57,49.68,47.68,48.15,0.53,0.16,0.64,0.12,0.82,0.14,0.01,0.29,0.09,1.01,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,48.57,54.33,48.51,45.75,Aulus,Uranus,Chang'e,Karrie,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.75,51.74,4.93,45.01,44.33,0.02,0.45,0.12,0.09,1.02,0.41,0.54,1.14,1.07,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.07,43.08,35.79,37.51,36.69,58.923049739376275,41.07695026062373,Menang
Minsitthar,Angela,Valir,Irithel,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.59,51.58,49.17,49.44,47.08,0.54,0.19,1.08,0.39,0.82,2.23,31.53,7.23,0.13,2.28,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.8,45.53,59.27,41.74,45.55,Argus,Johnson,Kadita,Beatrix,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,5.57,49.98,48.71,45.54,48.15,0.49,0.1,0.35,0.04,0.82,1.17,5.11,0.32,0.15,1.01,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.69,49.5,51.14,27.08,45.75,55.941618560069706,44.05838143993029,Menang
Phoveus,Gatotkaca,Chang'e,Popol and Kupa,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,54.28,4.93,52.98,44.33,0.06,1.65,0.12,0.46,1.02,0.18,2.93,1.14,0.88,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,66.08,35.79,43.58,36.69,Leomord,Minotaur,Nana,Lesley,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,52.37,49.14,46.24,50.24,0.12,1.03,2.51,1.42,1.14,0.08,25.15,54.96,1.02,10.99,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8,63.53,78.34,61.17,50.57,35.878693511530166,64.12130648846983,Kalah
Martis,Kaja,Kadita,Miya,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.25,47.26,48.71,49.49,48.15,1.34,0.01,0.35,2.26,0.82,14.48,0.14,0.32,0.21,1.01,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32,47.29,51.14,60.47,45.75,Yin,Diggie,Vale,Hanabi,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.57,5.13,52.28,49.07,46.72,1.23,0.03,1.16,0.25,0.54,53.81,38.05,1.83,4.08,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.85,28.64,60.47,40.63,32.53,56.53921509220547,43.46078490779453,Menang
Lapu-Lapu,Baxia,Vale,Beatrix,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.73,49.12,52.28,45.54,51.32,0.31,0.15,1.16,0.04,0.63,0.08,0.28,1.83,0.15,41.11,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.13,39.26,60.47,27.08,48.81,Julian,Johnson,Esmeralda,Ixia,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.15,49.98,49.51,50.68,46.59,0.38,0.1,1.26,0.56,0.67,0.49,5.11,3.35,1.32,0.78,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.59,49.5,60.79,43.94,33.76,47.52326306062365,52.47673693937636,Kalah
Martis,Gloo,Valir,Karrie,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.25,52.34,49.17,45.01,49.63,1.34,0.01,1.08,0.09,0.44,14.48,0.36,7.23,1.07,0.08,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32,38.84,59.27,37.51,42.3,Alpha,Estes,Aurora,Brody,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.69,51.01,4.93,49.72,45.53,0.25,0.77,0.62,0.61,0.63,0.49,49.76,8.49,0.47,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.76,50.98,41.53,44.06,36.17,53.0081511191616,46.9918488808384,Menang
Masha,Gloo,Lunox,Kimmy,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.37,52.34,49.63,47.68,51.52,0.04,0.01,0.31,0.12,0.78,38.63,0.36,0.38,0.09,2.31,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27,38.84,41.03,48.51,46.49,Arlott,Belerick,Alice,Ixia,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.84,54.25,4.75,50.68,47.08,0.51,0.81,0.12,0.56,0.82,0.19,4.64,0.42,1.32,2.28,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.47,47.84,35.67,43.94,45.55,51.99539208425902,48.00460791574098,Menang
